,user_account,tweet,tweet_clean,label
618,@cagubnyinyir2,"ALASAN polisi tahan 8 Pentolan KAMI !
Karena provokasi dan Sulut demo RUU Cipta Kerja rusuh pekan lalu.
""Mereka sengaja menyebarkan hoax yg menimbulkan rasa kebencian & permusuhan dasar SARA!
https://liputan6.com/news/read/4381443/syahganda-nainggolan-ditangkap-ini-deretan-fakta-penangkapannya-dan-anggota-kami…
@hnurwahid
@anton_harjo
@AndyPra77353922
@pengagumpakde
 @Bnie18Syahganda Nainggolan Ditangkap, Ini Deretan Fakta Penangkapannya dan Anggota KAMI
Penangkapan petinggi KAMI Syahganda Nainggolan itu dibenarkan Kepala Divisi Humas Mabes Polri Irjen Argo Yuwono.
liputan6.com",alas polisi tahan pentol provokasi sulut demo rancang undang undang cipta kerja rusuh pekan sengaja sebar hoax timbul benci musuh dasar sara,1
619,@Enji211,". Peresmian Omnibus Law RUU Cipta Kerja masih terganjal oleh para pekerja yang
berkali-kali demo untuk menolaknya. #SilentMajorityDukungOBLSerikat Buruh Mendukung Omnibus Law RUU Cipta Kerja
Oleh : Muhammad Zaki )* Omnibus law RUU Cipta Kerja tak lagi jadi polemik karena serikat buruh akhirnya menyetujuinya, walau dengan beberapa syarat. Mereka akhirnya sadar bahwa RUU ini bermanfaat dan...
klikwarta.com",resmi omnibus law rancang undang undang cipta kerja ganjal kerja kali kali demo tolak buruh dukung omnibus law rancang undang undang cipta kerja muhammad zaki omnibus law rancang undang undang cipta kerja polemik serikat buruh tuju syarat sadar rancang undang undang manfaat,1
620,@Heyadittt,"Membalas 
@undipmenfessTiap hari pagi sore jogging 6 km kec senin kamis nder kl aku wkwk malamnya kadang liat drakor kadang baca ngerangkum materi atau baca berita update misal draft ruu cipta kerja xD",balas pagi sore jogging camat senin kamis sender malam kadang lihat drama korea kadang baca rangkum materi baca berita update draf rancang undang undang cipta kerja,1
621,@lampostco,"Omnibus Law Komitmen Jokowi Membenahi Lingkungan Hidup dan Meningkatkan Kualitas dan Kapasitas Industri di Indonesia

#omnibuslaw #uuciptakerja #ruuciptakerja #uu #berita #lampostcoOmnibus Law Komitmen Jokowi Membenahi Lingkungan Hidup dan Meningkatkan Kualitas dan Kapasitas...
Pemerintah setelah melewati proses yang panjang akhirnya dengan kompak dan yakin mengesahkan RUU Cipta Kerja atau yang dikenal sebagai Omnibus Law.
lampost.co",omnibus law komitmen jokowi benah lingkung hidup tingkat kualitas kapasitas industri indonesia law komitmen jokowi benah lingkung hidup tingkat kualitas kapasitas perintah lewat proses kompak kesah rancang undang undang cipta kerja kenal omnibus law lampost,1
622,@denni_loyz,"4. Diajukan ke DPR 
~ Presiden menyampaikan RUU Cipta Kerja kpd Ketua DPR melalui Surat Presiden Nomer: R- 06/Pres/02/2020 tgl 7 Februari 2020.
~ Menko Perekonomian & Menteri terkait menyampaikan RUU kpd Ketua dan Wakil Ketua DPR tgl 12 Februari 2020.
#OmnibusLawTaatProsedural",aju dewan wakil rakyat presiden rancang undang undang cipta kerja ketua dewan wakil rakyat surat presiden nomor r pres tanggal februari menteri koordinator ekonomi menteri kait rancang undang undang ketua wakil ketua dewan wakil rakyat tanggal februari,1
623,@Dumbledoreuwu,"Pembahasan RUU Cipta Kerja dilakukan sebanyak 64 kali 
#OmnibusLawTaatProsedural",bahas rancang undang undang cipta kerja kali,1
624,@okilsii,"DPR membahas RUU Cipta Kerja secara hati-hati, transparan, terbuka. #OmnibusLawTransparan
Sip https://pic.twitter.com/NhfR1WO4fg",dewan wakil rakyat bahas rancang undang undang cipta kerja hati hati transparan buka sip,1
625,@proklamatorbaru,"Dengan adanya RUU Cipta Kerja mempermudah dan menyederhanakan proses pendaftaran dan pembiayaan hak atas kekayaan intelektual
Awas Korona #KadrunMakarTunggangiOBL",rancang undang undang cipta kerja mudah sederhana proses daftar biaya hak kaya intelektual awas corona,1
626,@freddyarjuna,"Membalas 
@kantayuFPI,GNPF MUI,HTI CS kan pengangguran dan pemalass. Buat apa mrk ngurusi RUU Cipta kerja macam ngerti ajj manfaatnya,,",balas gera nasiaonl awal fatwa majelis ulama indonesia hti teman teman anggur malas urus rancang undang undang cipta kerja erti manfaat,0
627,@meldyyu,"pembahasan RUU Cipta Kerja dilakukan secara terbuka dan juga menyerap aspirasi masyarakat. 
#OmnibusLawTransparan",bahas rancang undang undang cipta kerja buka serap aspirasi masyarakat,1
628,@opsiin,"Menaker: RUU Cipta Kerja Sediakan Lapangan Kerja Sebanyak-banyaknya – detikMenaker: RUU Cipta Kerja Sediakan Lapangan Kerja Sebanyak-banyaknya – detik
Menaker: RUU Cipta Kerja Sediakan Lapangan Kerja Sebanyak-banyaknya – detik Foto: Dok. Kemnaker Jakarta – Menteri Ketenagakerjaan Ida Fauziyah menyatakan hadirnya Undang-Undang (RUU) Ci…
impormasi.wordpress.com",menteri ketenagakerjaan rancang undang undang cipta kerja sedia lapang kerja banyak detik menteri ketanagakerjaan rancang undang undang cipta kerja sedia lapang kerja banyak detik menteri ketenagakerjaan rancang undang undang cipta kerja sedia lapang kerja banyak detik foto dokter kemnaker jakarta menteri ketenagakerjaan ida fauziyah hadir undang undang rancang undang undang informasi,1
629,@Bellanis16,"Demonstrasi menolak pengesahan Rancangan Undang-undang (RUU) Omnibus Law Cipta Kerja sudah dilakukan terlebih dahulu oleh sejumlah elemen 
Awas Korona #KadrunMakarTunggangiOBL",demonstrasi tolak kesah rancang undang undang rancang undang undang omnibus law cipta kerja elemen awas corona,1
630,@Nisamelanie1,"#OmnibusLawTransparan Pembahasan RUU cipta kerja ini di lakukan sebanyak 64 kali, terdiri dari 2 kali rapat kerja, 56 kali panja dan 6 kali rapat tim perumus dan tim sinkronisasi. 
#OmnibusLawTransparanBiLLRaY2019 dan 8 lainnya",bahas rancang undang undang cipta kerja laku kali kali rapat kerja kali panitia kerja kali rapat tim rumus tim sinkronisasi,1
631,@CNerrodin,"Membalas 
@Cittairlanie
 dan 
@detikcomRUU Cipta Kerja.pdf
RUU Cipta Kerja revisi.pdf
RUU Cipta Kerja revisi fix.pdf
RUU Cipta Kerja revisi super fix.pdf
RUU Cipta Kerja revisi super fix final.pdf
.
.
kalo aku jadi buruh ketiknya mungkin judulnya kayak gitu ",balas cipta kerja pdf rancang undang undang cipta kerja revisi pdf rancang undang undang cipta kerja revisi pdf rancang undang undang cipta kerja revisi super pdf rancang undang undang cipta kerja revisi super final pdf buruh ketik judul kayak,1
632,@bacautas,"Membalas 
@dabenone2Haloo 
@dabenone2
  Selamat membaca!
""Ini beda naskah RUU Cipta Kerja setebal 905 halaman yang diketuk palu di sidang paripurna DPR 5 Oktober 2020 lalu dengan naskah setebal 812 halaman yang diserahkan kepada presiden hari in...""",balas selamat baca beda naskah rancang undang undang cipta kerja tebal halaman ketuk palu sidang paripurna dewan wakil rakyat oktober naskah tebal halaman serah presiden,1
633,@tolakbigotnkri,"Pembahasan RUU Cipta Kerja dilakukan sebanyak 64 kali. Detailnya, 2 kali rapat kerja, 56 kali rapat panja serta 6 kaki rapat tim perumus dan sinkronisasi. Pembahasan dilakukan transparan dan terbuka.
#OmnibusLawTransparan 
@arjuno_ireng01
 @NinjaCir3ng",bahas rancang undang undang cipta kerja kali detail kali rapat kerja kali rapat panitia kerja kaki rapat tim rumus sinkronisasi bahas transparan buka,1
634,@DSutiyanti,"#OmnibusLawTransparan
Pemerintah akan serap aspirasi dari asosiasi dan buruh pada RUU Omnibus Law Cipta Kerja

Presiden Joko Widodo 
@jokowi
 meminta semua pihak termasuk buruh bisa diserap aspirasinya untuk RUU Omnibus Law Cipta Kerja",perintah serap aspirasi asosiasi buruh rancang undang undang omnibus law cipta kerja presiden joko widodo buruh serap aspirasi rancang undang undang omnibus law cipta kerja,1
635,@MonitorCOID,"AHY: Tidak Adanya Draf Final RUU Cipta Kerja Bikin Chaos InformasiAHY: Tidak Adanya Draf Final RUU Cipta Kerja Bikin Chaos Informasi
MONITOR, Jakarta – Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY), mengungkapkan kekhawatirannya lantaran tidak ada pembagian naskah final UU Cipta Kerja ketika disahkan dalam Sidang...
monitor.co.id",draf final rancang undang undang cipta kerja bikin kacau informasi ahy draf final rancang undang undang cipta kerja bikin kacau informasi monitor jakarta ketua partai demokrat agus harimurti yudhoyono khawatir lantar bagi naskah final undang undang cipta kerja sah sidang monitor,1
636,@ppasanganmu,"Ada yng di tangkap gara2 nyebar hoax RUU CiptaKerja, lha wong RUU nya masih revisi terus blom final. Apa kabar yng ditangkap tuh?",tangkap sebar hoax rancang undang undang cipta kerja rancang undang undang revisi final kabar tangkap,0
637,@03__nakula,"Jika ada yang bilang pembahasan RUU Cipta kerja tidak prosedural sebaiknya simak diagram yang menjelaskan tahapan Undang"" Cipta kerja.

Menuduh pemerintah melanggar prosedural untuk menutupi kebodohan kalian yang tidak bisa memahami isi UU Cipta kerja.

#OmnibusLawTaatProseduralOfficial : Kang Cir3ng
 by N҉I҉N҉J҉A҉ K҉U҉R҉O҉ dan 9 lainnya",bilang bahas rancang undang undang cipta kerja prosedural simak diagram tahap undang cipta kerja tuduh perintah langgar prosedural tutup bodoh paham isi undang undang cipta kerja kang selamat tinggal n n j a k u r o,1
638,@Riau1Official,"Bingung Jumlah Halaman RUU Cipta Kerja Berubah-Ubah, Kwik Kian Gie: Jadi Gimana Donk? http://dlvr.it/RjYlNF",bingung halaman rancang undang undang cipta kerja ubah ubah kwik kian gie,0
639,@Mediarealitas_C,"HMI Cabang Bandar Lampung Adakan Audiensi Dengan DPRD Provinsi Lampung Terkayit RUU Cipta KerjaHMI Cabang Bandar Lampung Adakan Audiensi Dengan DPRD Provinsi Lampung Terkayit RUU Cipta Kerja
Bandar Lampung I Realitas - Himpunan Mahasiswa Islam (HMI) Cabang Bandar Lampung mengadakan audiensi dengan DPRD Provinsi Lampung untuk membahas RUU Cipta
mediarealitas.com",cabang bandar lampung audiensi dewan wakil rakyat daerah provinsi lampung kait rancang undang undang cipta kerja hmi cabang bandar lampung audiensi dewan wakil rakyat daerah provinsi lampung kait rancang undang undang cipta kerja bandar lampung realitas himpun mahasiswa islam cabang bandar lampung ada audiensi dewan wakil rakyat daerah provinsi lampung bahas rancang undang undang cipta,1
640,@kkpgoid,"#SahabatBahari, simak yuk penjelasan RUU Cipta Kerja terkait proses dan tranparansinya.

#KKP #KKPGOID #OmnibusLawTransparan #UntukEkonomiIndonesiaDitjen PSDKP-KKP RI dan 6 lainnya",simak ayo jelas rancang undang undang cipta kerja kait proses transparansi goid awas sumber daya laut ikan menteri laut ikan rakyat indonesia,1
641,@mailbucin3,Manfaat RUU Cipta Kerja bagi UMKM #rakyatbutuhkerja,manfaat rancang undang undang cipta kerja usaha mikro tengah,1
642,@GitaKembara,"Membalas 
@msaid_diduMustahil seorang 'intelektual / guru besar ' akan mendukung RUU Cipta Kerja yang akan Tenggelamkan Nelayan Kecil dan Tradisional",balas intelektual guru dukung rancang undang undang cipta kerja tenggelam nelayan tradisional,0
643,@Bocahangonan,"DPR RI menetapkan RUU Cipta Kerja sbg program legislasi nasional (Prolegnas) prioritas tahun 2020 di rapat paripurna22 Januari 2020
@DPR_RI
 
#OmnibusLawTaatProsedural",dewan wakil rakyat rakyat indonesia tetap rancang undang undang cipta kerja program legislasi nasional program legislatif nasional prioritas tahi rapat januari,1
644,@lbh_Amin,"Peraturan Perundang-undangan. Sayangnya, baik RUU Cipta Kerja dan Naskah Akademiknya baru dapat diakses secara resmi setelah Surat Presiden diserahkan pada DPR.
#lnhamin #UUCiptaKerja #TolakOmnibusLaw",atur undang undang sayang rancang undang undang cipta kerja naskah akademik akses resmi surat presiden serah dewan wakil rakyat,1
645,@taufiqrus,"berikut tulisan dosen saya di FHUI

Rilis Media
RUU CIPTA KERJA: PROSES LEGISLASI YANG UGAL-UGALAN

Berdasarkan UU No. 12 tahun 2011 sebagaimana telah diubah dengan UU No. 15 tahun 2019 tentang Pembentukan Peraturan Perundang-undangan (UU P3), terdapat 5 tahapan proses legislasi.",tulis dosen fakultas hukum universitas indonesia rilis media rancang undang undang cipta kerja proses legislasi ugal ugalan dasar undang undang tahi ubah undang undang tahi bentuk atur undang undang undang undang tahap proses legislasi,1
646,@Hanifah933,"Pembahasn RUU Cipta Kerja itu melalui banyak tahapan tuips, g 1 x rapat langsung disetujui. Ad byk pertemuan, sebanyak 64 kali, 2 kali rapat kerja, 56 kali rapat panja, n 6 kali rapat tim perumus n tim sinkronisasi! Jadi bener2 diolah dgn hati2! 

#OmnibusLawTransparan",bahas rancang undang undang cipta kerja tahap tuips g x rapat langsung tuju temu kali kali rapat kerja kali rapat panitia kerja n kali rapat tim rumus n tim sinkronisasi olah,1
647,@newsmerahputih,"Sudah satu pekan atau tepatnya sejak 5 Oktober 2020, RUU Cipta Kerja disahkan menjadi UU oleh Dewan Perwakilan Rakyat (DPR) #merahputihcom #UUCiptaKerjaGelap UU Cipta Kerja
""Draf RUU-nya saja tidak jelas. Katanya sampai 905 halaman, kemudian ada yang dapat bertambah 1025 halaman dan terakhir 1035 halaman. Ini berbahaya sekali,"" kata Said.
merahputih.com",pekan tepat oktober rancang undang undang cipta kerja sah undang undang dewan wakil rakyat dewan wakil rakyat undang undang cipta kerja draf rancang undang undang halaman tambah halaman halaman bahaya said,1
648,@agestyawnn,"Oh, baru liat berita yg di Thamrin. Hadeh yakin bgt para pendemo nya pun ga paham RUU Cipta Kerja. Cm mau ngerusuh doang.",oh lihat berita thamrin aduh banget demo paham rancang undang undang cipta kerja cm rusuh doang,1
649,@achmadphotogra,"Emang anda udah dpt dan baca draf RUU Omnibus law cipta kerja itu??? Anda saya perhatikan makin kesini makin pro pemerintah gak kaya dlu yaa... Ada apa dgn anda???Tweet Kutipan
Dahnil A Simanjuntak
@Dahnilanzar
 · 13 Okt
https://m.mediaindonesia.com/read/detail/352389-dahnil-kedaulatan-pertahanan-terjaga-di-uu-cipta-kerja…",emang baca draf rancang undang undang omnibus law cipta kerja perhati pro perintah kaya ya tweet kutip dahnil a simanjuntak oktober,1
650,@nafisahtanjung,"UU Cipta Kerja ini sdh mengalami proses panjang. 
Menaker 
@idafauziyah
 : Pembahasan RUU Cipta Kerja transparan dan demokratis.",undang undang cipta kerja alami proses menteri ketenagakerjaan bahas rancang undang undang cipta kerja transparan demokratis,1
651,@zaqianina,"DPR RI pembahasan Omnibus Law RUU Cipta Kerja dilakukan secara transparan dan cermat. 
#OmnibusLawTransparan",dewan wakil rakyat rakyat indonesia bahas omnibus law rancang undang undang cipta kerja transparan cermat,1
652,@MamiaAja,"RUU Cipta Kerja melalui proses konsultasi publik. Dihadiri pereakilan berbagai kalangan dan diselenggarakan di berbagai kota. 

Smakin banyak yg membahas, smakin banyak aspirasi terserap yg ditampung dan dijadikan koreksi utk perbaikan RUU Cipta Kerja.
#OmnibusLawTaatProsedural",rancang undang undang cipta kerja proses konsultasi publik hadir wakil kalang selenggara kota bahas aspirasi serap tampung jadi koreksi baik rancang undang undang cipta kerja,1
653,@isnamuiz,Semakin mengikuti perkembangan RUU Cipta Kerja semakin aku: Ya Allah kenapa aku anak Indonesia,ikut kembang rancang undang undang cipta kerja ya allah anak indonesia,0
654,@trvefather,"Mindblown, aku cuman sebatas mba nana dilaporkan ke polisi sebagai pengalihan isu RUU ciptakerja, ternyata RUU sendiri lah pengalihan isunya. Cek aja isi perpres no 99",mindblown cuman batas mbak nana lapor polisi alih isu rancang undang undang cipta kerja rancang undang undang alih isu cek isi pres,0
655,@naeratusimbang1,"RUU CIPTA KERJA
yg katanya 905 atau 1000 halaman itulah
 gak guna dirancang dibuat apalg disahkan klo cuma buat nyengsarakan rakyat..
kaum sonoh bilang HOAK trus bilang ""baca jgn setengah2 baca sampe habis""...
maaf..situ aja yg baca!!",rancang undang undang cipta kerja halaman rancang sah sengsara rakyat kaum sono bilang hoax bilang baca baca habis maaf situ baca,0
656,@cagubnyinyir2,"NUNGGU BOHIR ???
PEA 212 Novel Bakmie Ancam ANAK NKRI Akan gelar aksi lanjutan Tolak RUU Cipta Kerja. Namun, belum pastikan waktu aksi lanjutan.
https://m.jpnn.com/news/aksi-tak-didengar-pemerintah-anak-nkri-mengancam-begini…
https://jpnn.com/news/aksi-tak-didengar-pemerintah-anak-nkri-mengancam-begini…
@Najibson5
 @aladintea70
 @NGOBUSH35
 @Mujirahadi2
 @dewo_lelono
 @RiuRizkiUtomo_
 @lho_koqAksi Tak Didengar Pemerintah, ANAK NKRI Mengancam Begini
ANAK NKRI ialah kelompok massa dari organisasi muslim di Indonesia, seperti FPI, PA 212, GNPF Ulama.
m.jpnn.com",tunggu bohir bodoh novel bakmi ancam anak negara satu republik indonesia gelar aksi lanjut tolak rancang undang undang cipta kerja pasti aksi lanjut,0
657,@karimamucha,"Bacanya kek nonton film spionase. Skandal DPR dan Pemerintah Jokowi Mengesahkan RUU Cipta Kerja - http://Tirto.IDSkandal DPR dan Pemerintah Jokowi Mengesahkan RUU Cipta Kerja - Tirto.ID
Pengesahan UU Cipta Kerja pada 5 Oktober serba ngebut saat naskahnya masih direvisi.
tirto.id",baca kayak tonton film spionase skandal dewan wakil rakyat perintah jokowi kesah rancang undang undang cipta kerja,0
658,@bem_unpad,"Padahal faktanya, Pemerintah sendiri belum menerima draft final dari DPR. Setelah diketok palu, polemik terjadi begitu hebat. Skandal di mana masih ada perubahan substansi, bukan hanya satu versi, tapi ada berbagai versi perubahan RUU Cipta Kerja setelah diketok.",fakta perintah terima draf final dewan wakil rakyat ketok palu polemik hebat skandal ubah substansi versi versi ubah rancang undang undang cipta kerja ketok,0
659,@Radar_Cirebon,"DEMO penolakan RUU Cipta Kerja yang dilakukan oleh para mahasiswa dapat apresiasi seorang dosen yang tak diketahui identitasnya. Dia memberi nilai AMahasiswa Ikut Demo Omnibus Law, Dosen Kasih Nilai A – radarcirebon.com
DEMO penolakan RUU Cipta Kerja yang dilakukan oleh para mahasiswa dapat apresiasi seorang dosen yang tak diketahui identitasnya. nilai A
radarcirebon.com",demo tolak rancang undang undang cipta kerja mahasiswa apresiasi dosen identitas nilai mahasiswa demo omnibus law dosen kasih nilai a demo tolak rancang undang undang cipta kerja mahasiswa apresiasi dosen identitas nilai a,0
660,@mulanbilqis,"Dalam UU Cipta Kerja, Sertifikasi halal berlaku selama 4 tahun sejak diterbitkan oleh BPJPH, kecuali terdapat perubahan komposisi bahan,” tulis RUU tersebut.

Perpanjang sertifikasi halal paling lambat 3 bulan sebelum masa berlaku sertifikat berakhir.
#OmnibusLawBerkah",undang undang cipta kerja sertifikasi halal laku tahi terbit badan selenggara jamin produk halal kecuali ubah komposisi bahan tulis rancang undang undang panjang sertifikasi halal lambat laku sertifikat,1
661,@tri_nugi,"Padahal kalo mereka baca dengan bener RUU Cipta Kerja secara detailnya & ga bikin rusuh bakal beda cerita. Susah bos cari kerja kalau ga ada SKCK,Tweet Kutipan
VICE Indonesia
@VICE_ID
 · 14 Okt
Menurut polisi, rekam jejak SKCK bakal menyulitkan pelajar cari kerja. Solusi buat pelajar: jadi caleg partai. Terpidana korupsi aja bisa kok nyaleg

https://vice.com/id/article/jgxy9x/polisi-ancam-pelajar-ikut-demo-omnibus-law-uu-cipta-kerja-bakal-dicatat-di-skck?utm_source=viceidtw…",baca rancang undang undang cipta kerja detail bikin rusuh beda cerita susah bos cari kerja skck tweet kutip wakil indonesia oktober polisi rekam jejak skck sulit ajar cari kerja solusi ajar caleg partai pidana korupsi caleg,1
662,@LILApama2011,"Slamet mengatakan, selain menolak RUU Cipta Kerja, terdapat beberapa poin yang akan disuarakan. Di antaranya selamatkan NKRI dan kaum buruh, tolak RUU HIP/BPIP dan bubarkan BPIP, serta ganyang China komunis si dalang.

Awas Korona #KadrunMakarTunggangiOBL",selamat tolak rancang undang undang cipta kerja poin suara selamat negara satu republik indonesia kaum buruh tolak rancang undang undang badan bina ideologi pancasila bubar badan bina ideologi pancasila ganyang cina komunis si dalang awas corona,1
663,@WulanWulandra,Pokok pembahasan Ruu Cipta Kerja.  Gali pengetahuan anda seputaran omnibus law di sini.,pokok bahas rancang undang undang cipta kerja gali tahu putar omnibus law,1
664,@cakrapabu,"*2. RUU Cipta Kerja (Google Drive PDF)*
https://drive.google.com/file/d/1ncppSpyoxZZMZpuyCc1kBgERlbJ3Wk8v/view…

*3. Surat Presiden Jokowi untuk pengajuan RUU Cipta Kerja (PDF)*
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-095925-8502.pdf…

*4. Daftar Inventarisasi Masalah atau DIM (PDF 1)*
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200914-073752-3616.pdf…RUU Cipta Kerja.pdf
drive.google.com",rancang undang undang cipta kerja google draf pdf,1
665,@LILApama2011,"Presiden menyampaikan RUU Cipta Kerja kepada Ketua DPR RI melalui Surat Presiden Nomor : R- 06/Pres/02/2020 tanggal Febuari 2020
@PerekonomianRI
#OmnibusLawTaatProsedural",presiden rancang undang undang cipta kerja ketua dewan wakil rakyat rakyat indonesia surat presiden nomor r pres tanggal februari,1
